BUS_CD,COIL_NO,LOT_NO,BASIC_COIL_NO,HOTCOI_NO,MOTCOI_NO,TRK_NO,EMG_CD,AFTEMG_CD,PKG_NO,MRGCOI_NO,PVSSTS_CD,PRVPRC_CD,PNSSTS_CD,PNSPRC_CD,AFTPRC_CD,BASPRC_CD,LASWRK_DT,LASPRC_CD,RSTPNT_ODN,RSTPRC_REM,AFTPRC_REM,PLNPRC_ID,CHGPRC_CD,DUM_YN,PRVLOT_NO,PRVCOI_NO,USGCHG_YN,USGCHG_CNT,USGCHG_DT,THK_LEN,WDT_LEN,LEN_LEN,WGT_WGT,IND_CD,OUD_LEN,GRD_CD,PURCOM_ID,RAWDIV_WGT,RAWSPC_ID,RAWSTL_CD,RAWTHK_LEN,RAWWDT_LEN,RAWLEN_LEN,RAW_WGT,SPC_NO,SALBRN_CD,CUS_ID,USR_ID,ORD_CD,PRDSPC_ID,PRD_CD,PRDKND_CD,STL_CD,STLDTL_CD,ORD_NO,ORD_SEQ,ORDTHK_LEN,ORDWDT_LEN,ORD_WGT,USG_CD,DLV_YMD,PKGMTH_CD,PKGMTH_YN,WGTDCS_CLS,NAXWGT_YN,PPL_TRK,FIRCRT_YMD,RSTHMAX_VAL,RSTHMIN_VAL,RSTCMAX_VAL,RSTCMIN_VAL,DIV_CD,SKP_QTY,MRG_CLS,PRCSPL_REM,CRMPLN_ODN,CRMRST_ODN,ANNPLN_ODN,ANNRST_ODN,WRKTRM_YMD,ENT_DT,ENTCHR_NO,OUT_DT,OUTCHR_ID,BRI_DT,BRICHR_ID,BRIRSN_CD,RET_DT,RETCHR_NO,RETRSN_CD,RET_WGT,SAMPCK_YN,PRDRESE_CD,PRDRESE_YMD,PRDRESE_NO,RESEND_YMD,RESENDCHR_NO,COIEND_CD,END_YN,RESCH_COM_YN,TWLINP_YN,SAMPLEORDER_NO,WRK_CD,INP_WGT,CRT_DT,CRTCHR_NO,UPD_DT,UPDCHR_NO,COILEND_DT,SEMIPKG_YN,SEMIPKG_CD,PKG_CD,LEV2SE_YN,ZON_CD
1173DK,22C13B65111,2022C13B65,22C13B65111,HBA055140A,22C13B65111,01,1282N,1282N,,,1243A,RS22,1243S,AN12,SP11,AN12,2022-09-15 0:45,RS22,5,CR11RS21AN11CR12RS22,SP11SS21PK31PR11,CR11022,RS12,,2022C13065,22C130652111A1B,Y,1,2022-06-23 16:34,0.31,421,2915.6,2987,1260508,1187,1004A,0101,3764,JS-SK85,10023,2,1198,843.1,15850,407940790338,104812,4079,4079,1046D,SK5M-S,1047P,1001CR,10023,128505,KD22020217,1,0.3,400,10000,S00F99,20220331,1056A04,,S0091,,,20220425,,,,,,,,,3,2,2,1,20220326,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-06-23 16:34,성환문,2022-09-15 1:20,김정원,,,,1055A,E,1510P
1173DK,22C13B73112,2022C13B73,22C13B73112,HBB097230,22C13B73112,01,1282N,1282N,,,1243A,RS11,1243S,AN12,SP11,AN12,2022-09-14 22:10,RS11,4,CR11AN11CR12RS11,SP11SS22PK31PR11,PP21789,,,2022C13073,22C130731111B,Y,1,2022-06-29 10:27,1.01,176.1,1043.5,1457,1260508,1265,1004A,0101,1576,JS-SK85-M,10023,3.5,1065,728.6,21310,323432340429,104812,3234,3234,1046D,SK5M-S,1047P,1001CR,10023,128505,KD22060160,1,1,400,10000,S00F99,20220722,1056A04,,S0091,,,20220604,,,,,,,,,3,2,3,1,20220717,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-06-29 10:27,성환문,2022-09-14 22:23,임현성,,,,1055A,E,1510P
1173DK,22C13C62111,2022C13C62,22C13C62111,HBY131730A,22C13C62111,01,1282N,1282N,,,1243C,CR12,1243S,AN12,SP11,AN12,2022-07-15 21:37,CR12,4,CR11RS21AN11CR12,SP11SS21PK31PR11,CR11022,RS11,,2022C13062,22C130624111A2A,Y,1,2022-06-07 9:12,0.41,172,2742.1,1518,1260508,1300,1004A,0101,2318,JS-SK85,10023,2,1198,832,15640,323432340855,104812,3234,3234,1046D,SK5M-S,1047P,1001CR,10023,128505,KD22050476,1,0.4,400,5000,S00F99,20220627,1056A04,,S0091,,,20220424,,,,,,,,권취불량..,3,2,2,1,20220622,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-06-07 9:12,성환문,2022-07-15 21:40,신동근,,,,1055A,E,1510P
1173DK,22D12E321121A,2022D12E32,22D12E32112,HBC099530C,22D12E32112,01,1282N,1282N,,,1243S,SS11,1243S,AN10,CR11,AN10,2022-09-14 21:30,SS11,1,SS11,CR11AN11SP11SS22PK31PR11,SS11022,,,2022D12A32,22D12A321111A3A,Y,2,2022-09-14 17:07,1.2,254,580.1,1388,1260508,1070,1004A,0101,1604,JS-S55C-M,10022,3,1021,858.4,20630,407940790062,104812,4079,4079,1046D,S55CM-S,1047P,1001CR,10022,128508,KD22090127,1,0.7,397,10000,S00F99,20221028,1056A04,,S0091,,,20220606,,,,,1073E,,,,2,,2,,20221015,,,,,,,,2022-09-06 23:52,최정훈,10433,0,,,,,,,,N,N,,,1065A,0,2022-09-14 21:51,임현성,2022-09-14 19:23,임현성,,,,1055A,E,1510P
1173DK,22E11E19111,2022E11E19,22E11E19111,CQX29020,22E11E19111,01,1282N,1282N,,,1243S,CR11,1243A,AN11,CR12,AN11,2022-08-28 14:10,CR11,2,CR11,CR12SS11PK31PR11,PP11009,,,2022E11119,22E111192114A@1,Y,1,2022-08-18 9:32,2.2,193.2,466,1555,1260508,1250,1004A,0327,1983,JS-S20C,10021,4.6,1225,535.8,23690,400110030377,104811,4001,1003,1046D,S20CM-R,1047P,1001CR,10021,128507,KD22080157,2,1.2,179,5000,S00A08,20220923,1056A09,,S0091,,,20220531,,,,,,,,용도변경분 소재 전단면 RUST 및 점상 RUST. SLIP흔적 내ㅡ외경부 압연후 부분적 잔존.,2,1,1,,20220918,,,,,2022-07-25 8:48,2006063,1044Z,2022-08-11 13:37,최정훈,10433,0,,,,,,,,N,N,,,1065A,0,2022-08-18 9:32,도재성,2022-09-03 18:47,이승용,,,,1055A,E,1510P
1173DK,22E11F261111A,2022E11F26,22E11F26111,2164871,22E11F261111A,01,1282N,1282N,,,1243A,RS21,1243S,AN12,SP11,AN12,2022-09-05 9:47,RS21,4,SS11AN11CR11RS21,SP11SS22PK31PR11,SS11107,RS11,,2022E11E26,22E11E261111A,Y,2,2022-08-17 17:56,1.01,239,975.8,1849,1260508,1230,1004A,0707,2243,JS-SPHC,10021,3.8,1000,619.2,18460,302730270566,104812,3027,3027,1046D,SCP1-S-B,1047P,1001CR,10021,128507,KD22050431,1,1,156,30000,S00A08,20220708,1056B21,,S0091,,,20220603,,,,,,,,,2,1,2,1,20220703,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-24 8:06,임현성,2022-09-05 10:38,최시현,,,,1055B,E,1510P
1173DK,22E12266111,2022E12266,22E12266111,HBD068200A,22E12266111,01,1282N,1282N,,,1243S,PP21,1243A,AN10,CR21,AN10,2022-09-04 13:19,PP21,2,PP21,CR21WS21PK41PR11,PP22813,,N,,,,,,2,1138,1187.7,21220,1260610,1843,1004A,0101,21220,SAE1035-M,10022,2,1138,1187.7,21220,592558835922,1048A2,5925,5883,1046E,S35CM-R,1047P,1001CR,10022,128508,KE22030028,1,0.8,226,60000,S00A12,20220715,1056B07,,S0091,,,20220904,,,,,,,,"권취상태양호 / TOP~50M 상,하면 CENTER부 S-MARK 발견(촉감 有/원소재결함:小)",1,,1,,20220710,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-05-25 13:15,성환문,2022-09-05 15:26,김백수,,,,1055A,E,1510P
1173DK,22E12266112,2022E12266,22E12266112,HBD068190A,22E12266112,01,1282N,1282N,,,1243S,PP21,1243A,AN10,CR21,AN10,2022-09-04 10:13,PP21,2,PP21,CR21WS21PK41PR11,PP22813,,N,,,,,,2,1138,1196.1,21370,1260610,1849,1004A,0101,21370,SAE1035-M,10022,2,1138,1196.1,21370,592558835922,1048A2,5925,5883,1046E,S35CM-R,1047P,1001CR,10022,128508,KE22030028,1,0.8,226,60000,S00A12,20220715,1056B07,,S0091,,,20220904,,,,,,,,"권취상태양호 / TOP~100M 상,하면 CENTER부 S-MARK 발견(촉감 有/원소재결함:小)",1,,1,,20220710,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-05-25 13:15,성환문,2022-09-04 17:44,이승용,,,,1055A,E,1510P
1173DK,22E12266113,2022E12266,22E12266113,HBD012020,22E12266113,01,1282N,1282N,,,1243S,PP21,1243A,AN10,CR21,AN10,2022-09-04 11:30,PP21,2,PP21,CR21WS21PK41PR11,PP22813,,N,,,,,,2,1138,1094.8,19560,1260610,1778,1004A,0101,19560,SAE1035-M,10022,2,1138,1094.8,19560,592558835922,1048A2,5925,5883,1046E,S35CM-R,1047P,1001CR,10022,128508,KE22030028,1,0.8,226,60000,S00A12,20220715,1056B07,,S0091,,,20220904,,,,,,,,"권취상태양호 / TOP~100M 상,하면 CENTER부 S-MARK 발견(촉감 有/원소재결함:小)",1,,1,,20220710,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-05-25 13:15,성환문,2022-09-04 17:44,이승용,,,,1055A,E,1510P
1173DK,22E12D64111,2022E12D64,22E12D64111,HBC025060,22E12D64111,01,1282N,1282N,,,1243A,CR12,1243S,AN12,CR13,AN12,2022-09-04 21:00,CR12,3,CR11AN11CR12,CR13SS21PK31PR11,CR11030,,,2022E12C64,22E12C641111A,Y,2,2022-07-29 10:21,1.1,212,1003.5,1837,1260508,1290,1004A,0101,2472,DN-51CRV4,10022,3.5,1232,715.9,24220,205020500245,104812,2050,2050,1046D,50CRV4M-R,1047P,1001CR,10022,128504,KD22070389,1,0.81,190,5000,S00F99,20220831,1056A04,,S0091,,,20220515,,,,,,,,,3,2,2,1,20220826,,,,,,,,2022-07-25 9:03,최정훈,10434,0,,,,,,,,N,N,,,1065A,0,2022-07-29 10:21,최정훈,2022-09-04 21:00,이효준,,,,1055A,E,1510P
1173DK,22F11B24111,2022F11B24,22F11B24111,HRB062470,22F11B24111,01,1282N,1282N,,,1243A,RS21,1243S,AN11,SP11,AN11,2022-09-04 3:50,RS21,2,CR11RS21,SP11SS21PK31PR11,CR11001,RS11,,2022F11124,22F111241112C,Y,1,2022-07-28 15:03,0.81,380,912.2,2204,1260508,1095,1004A,0101,2727,PHY800-R,10021,2.3,1180,1106.4,23560,100310030559,104811,1003,1003,1046D,DK800,1047P,1001CR,10021,128501,KD22070234,2,0.8,278,60000,S00A08,20220825,1056A16,,S0091,,,20220630,,,,,,,,폭 실측치 386.35,2,1,1,,20220820,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-07-28 15:03,도재성,2022-09-04 4:47,변현수,,,,1055A,E,1510P
1173DK,22F120101111A,2022F12010,22F12010111,HBA082920,22F120101111A,0101,1282S,1282S,,,1243S,RC21,1243A,AN11,CR32,AN11,2022-09-06 23:00,RC21,6,PP21WS41AN10CR31RC21,CR32SS41PK81PR11,PP21423,,N,,,,,,1.5,590,1627.6,11307,1260610,1866,1004A,0101,11345,POSA1070,10022,2.3,1184,1061.4,22690,586657170001,104812,5866,5717,1046D,SAE1070M-R,1047P,1001CR,10022,128502,KD22060002,1,0.8,58,20000,S00A65,20220731,1056B02,,S0091,,,20220826,,,,,,,,내외경 마찰성 SLIP찍힘자국 SCALE S.R.T 산발적찍힘자국잔존 T/S 5.0,2,1,2,1,20220731,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-29 19:16,김길상,2022-09-07 20:03,AUTO,,,,,L,1510P
1173DK,22F120102111A,2022F12010,22F12010211,HBA082920,22F120102111A,0102,1282S,1282S,,,1243S,RC21,1243A,AN11,CR32,AN11,2022-09-06 21:30,RC21,6,PP21WS41AN10CR31RC21,CR32SS41PK81PR11,PP21423,,N,,,,,,1.5,590,1627.6,11307,1260610,1866,1004A,0101,11345,POSA1070,10022,2.3,1184,1061.4,22690,586657170001,104812,5866,5717,1046D,SAE1070M-R,1047P,1001CR,10022,128502,KD22060002,1,0.8,58,20000,S00A65,20220731,1056B02,,S0091,,,20220826,,,,,,,,내외경 마찰성 SLIP찍힘자국 SCALE S.R.T 자국잔존 T/S 5.0,2,1,2,1,20220731,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-29 19:16,김길상,2022-09-07 20:03,AUTO,,,,,L,1510P
1173DK,22F12185111,2022F12185,22F12185111,HBD068330,22F12185111,01,1282N,1282N,,,1243A,PP21,1243S,AN10,CR21,AN10,2022-09-14 0:58,PP21,1,PP21,CR21WS31PK41PR11,PP21089,,N,,,,,,3.5,1022,558.8,15690,1260610,1692,1004A,0101,15690,SAE1035-M,10022,3.5,1022,558.8,15690,643262830007,1048A2,6432,6283,1046E,S35CM-R,1047P,1001CR,10022,128508,KE22060082,2,1.4,334.5,20000,S00A12,20220822,1056B03,,S0091,,,20220913,,,,,,,,"권취상태양호 / TOP~END 상,하 전판면 적SCALE(RUST자국 동반) 및 모래형SCALE / 부분적 찍힘 발견(촉감有/원소재결함:小)",1,,1,,20220817,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-06-24 9:14,성환문,2022-09-14 0:58,백인열,,,,1055A,E,1510P
1173DK,22F12188111,2022F12188,22F12188111,HBY171440,22F12188111,01,1282N,1282N,,,1243S,PP21,1243A,AN10,CR21,AN10,2022-09-05 11:30,PP21,2,PP21,CR21WS21PK41PR11,PP22813,,N,,,,,,1.91,1236,953.5,17670,1260610,1640,1004A,0101,17670,JS-S55C-M,10022,1.91,1236,953.5,17670,520652060070,1048A2,5206,5206,1046E,S55CM-R,1047P,1001CR,10022,128508,KE22060083,4,1,308,30000,S00A12,20220822,1056B03,,S0091,,,20220905,,,,,,,,"권취상태양호 /(TOP~END 까지 양SIDE 미세 EDGE WAVE 발견) TOP~END 상,하면 모래형SCALE(RUST자국 동반)및 적SCALE 발견(촉감有/원소재결함:小) ",1,,1,,20220817,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-06-24 10:02,성환문,2022-09-05 15:26,김백수,,,,1055A,E,1510P
1173DK,22F122041111A,2022F12204,22F12204111,CQX80230,22F12204111,0101,1282S,1282S,,,1243S,WS41,1243A,AN10,SS31,AN10,2022-09-04 4:20,WS41,3,PP21WS41,SS31PK71PR11,PP21473,,N,,,,,,6.65,616,383.6,12335,1260610,1903,1004A,0327,12415,JS-S45C,10022,6.65,1240,383.6,24830,405640560587,104812,4056,4056,1046D,S45C-PA,1047P,1001CR,10022,128508,KD22060335,1,6.6,200.5,20000,S00A08,20220725,1056A04,,S0091,,,20220902,,,,,1073S,,,TOP~END 전판면 적SCALE자국및 RUST자국 부분연속적발견 CAMBER심함 ,0,,1,,20220729,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-09-04 3:38,김길상,2022-09-04 5:26,김백수,,,,1055B,L,1510P
1173DK,22F122042111A,2022F12204,22F12204211,CQX80230,22F12204111,0102,1282S,1282S,,,1243S,WS41,1243A,AN10,SS31,AN10,2022-09-04 4:20,WS41,3,PP21WS41,SS31PK71PR11,PP21473,,N,,,,,,6.65,616,383.6,12335,1260610,1903,1004A,0327,12415,JS-S45C,10022,6.65,1240,383.6,24830,405640560587,104812,4056,4056,1046D,S45C-PA,1047P,1001CR,10022,128508,KD22060335,1,6.6,200.5,20000,S00A08,20220725,1056A04,,S0091,,,20220902,,,,,1073E,,,TOP~END 전판면 적SCALE자국및 RUST자국 부분연속적발견 CAMBER심함 ,0,,1,,20220729,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-09-04 3:38,김길상,2022-09-04 5:26,김백수,,,,1055B,L,1510P
1173DK,22F12264111,2022F12264,22F12264111,HBY014720,22F12264111,01,1282N,1282N,,,1243A,PP21,1243S,AN10,CR21,AN10,2022-09-03 9:29,PP21,1,PP21,CR21AN11CR22WS21SS21TW11PK31PR11,PP22440,,N,,,,,,2,1058,1230.5,20440,1260610,1872,1004A,0101,20440,SAE1552,10022,2,1058,1230.5,20440,592557990012,1048A1,5925,5799,1046E,SAE1552M-R,1047P,1001CR,10022,128509,KE22060095,1,0.7,28.6,20000,S00A65,20220815,1056B28,,S0091,,,20220903,,,,,,,,권취상태 양호/TOP~END CENTER 지점 불규칙 일자형 ROLL MARK 발견..(촉감 有/원소재 결함:小),2,,2,,20220729,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-06-29 13:23,성환문,2022-09-03 9:31,서병율,,,,1055B,E,1510P
1173DK,22F12264112,2022F12264,22F12264112,HBY014950A,22F12264112,01,1282N,1282N,,,1243A,PP21,1243S,AN10,CR21,AN10,2022-09-03 8:34,PP21,1,PP21,CR21AN11CR22WS21SS21TW11PK31PR11,PP22440,,N,,,,,,2,1058,1217.3,20220,1260610,1863,1004A,0101,20220,SAE1552,10022,2,1058,1217.3,20220,592557990012,1048A1,5925,5799,1046E,SAE1552M-R,1047P,1001CR,10022,128509,KE22060095,1,0.7,28.6,20000,S00A65,20220815,1056B28,,S0091,,,20220903,,,,,,,,권취상태 양호/TOP~END CENTER 지점 불규칙 일자형 ROLL MARK 발견..(촉감 有/원소재 결함:小),2,,2,,20220729,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-06-29 13:23,성환문,2022-09-03 8:35,서병율,,,,1055B,E,1510P
1173DK,22F12B40111,2022F12B40,22F12B40111,HBE149980,22F12B40111,01,1282N,1282N,,,1243A,CR11,1243S,AN12,CR12,AN12,2022-08-27 13:51,CR11,1,CR11,CR12SS21PK31PR11,AN11140,,,2022F12240,22F122401111A1A,Y,1,2022-07-29 8:41,1.2,179,950.7,1603,1260508,1308,1004A,0110,1807,DN-51CRV4,10022,2.7,1244,890.6,23470,205020500247,104812,2050,2050,1046D,50CRV4M-R,1047P,1001CR,10022,128504,KD22060169,1,0.81,162,10000,S00A55,20220718,1056A04,,S0091,,,20220708,,,,,,,,용도변경분. 자체 RW TENSION 6.0K,2,1,2,,20220714,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-07-29 8:41,최정훈,2022-08-27 13:51,송진우,,,,1055A,E,1510P
1173DK,22F12B52111,2022F12B52,22F12B52111,HBE149990,22F12B52111,01,1282N,1282N,,,1243A,CR11,1243S,AN12,CR12,AN12,2022-08-27 13:12,CR11,1,CR11,CR12SS21PK31PR11,AN11140,,,2022F12A52,22F12A521111A1B,Y,2,2022-08-09 10:05,1.2,201,757.9,1435,1260508,1190,1004A,0110,2028,DN-51CRV4,10022,2.7,1244,902,23770,205020500245,104812,2050,2050,1046D,50CRV4M-R,1047P,1001CR,10022,128504,KD22070389,1,0.81,190,5000,S00F99,20220831,1056A04,,S0091,,,20220708,,,,,,,,용도변경분. 자체 RW TENSION 6.2K,2,1,2,,20220826,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-09 10:05,최정훈,2022-08-27 13:13,송진우,,,,1055A,E,1510P
1173DK,22F12B941111A,2022F12B94,22F12B94111,HBE103230,22F12B941111A,01,1282N,1282N,,,1243A,RS11,1243S,AN11,SP11,AN11,2022-09-01 20:20,RS11,3,SS31CR11RS11,SP11SS12PK31PR11,SS31003,,,2022F12A94,22F12A941111A,Y,2,2022-08-16 9:05,2.52,163,458.4,1478,1260508,1315,1004A,0101,1741,POS1516CR,10022,4.7,1164,567.1,24340,406040600004,104812,4060,4060,1046D,16MNCR5M-S,1047P,1001CR,10022,128503,KD22070387,1,2.5,71,40000,S00A91,20220831,1056A04,,S0091,,,20220625,,,,,,,,,2,1,1,,20220826,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-21 9:55,박재현,2022-09-01 21:32,임현성,,,,1055B,E,1510P
1173DK,22F12B941111B,2022F12B94,22F12B94111,HBE103230,22F12B941111B,02,1282N,1282N,,,1243A,RS11,1243S,AN11,SP11,AN11,2022-09-01 19:50,RS11,3,SS31CR11RS11,SP11SS12PK31PR11,SS31003,,,2022F12A94,22F12A941111A,Y,2,2022-08-16 9:05,2.52,163,462.4,1491,1260508,1320,1004A,0101,1736,POS1516CR,10022,4.7,1164,567.1,24340,406040600004,104812,4060,4060,1046D,16MNCR5M-S,1047P,1001CR,10022,128503,KD22070387,1,2.5,71,40000,S00A91,20220831,1056A04,,S0091,,,20220625,,,,,,,,,2,1,1,,20220826,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-21 9:56,박재현,2022-09-01 21:30,임현성,,,,1055B,E,1510P
1173DK,22F12D42111,2022F12D42,22F12D42111,HBE133490,22F12D42111,01,1282N,1282N,,,1243A,CR11,1243S,AN12,CR12,AN12,2022-08-28 13:51,CR11,1,CR11,CR12SS21PK31PR11,AN11140,,,2022F12242,22F122421111A3A@1,Y,1,2022-08-16 9:55,1.2,212,881.3,1760,1260508,1266,1004A,0110,2231,DN-51CRV4,10022,3,1100,864.4,22380,205020500245,104812,2050,2050,1046D,50CRV4M-R,1047P,1001CR,10022,128504,KD22070389,1,0.81,190,5000,S00F99,20220831,1056A04,,S0091,,,20220708,,,,,,,,용도변경분 소재 SLIP흔적 내ㅡ외경부 압연후 부분적 잔존.자체 RW 5.0,2,1,2,,20220826,,,,,2022-08-16 8:52,2014017,1044Z,2022-08-16 9:53,최정훈,10434,0,,,,,,,,N,N,,,1065A,0,2022-08-16 9:55,최정훈,2022-08-28 13:52,송진우,,,,1055A,E,1510P
1173DK,22F12G65111,2022F12G65,22F12G65111,CTW22310,22F12G65111,01,1282N,1282N,,,1243A,CR11,1243S,AN11,CR12,AN11,2022-08-26 4:50,CR11,1,CR11,CR12SS41PK81PR11,WS31304,,,2022F12C65,22F12C651111A,Y,3,2022-08-23 9:00,1.43,277,553.2,1720,1260508,1125,1004A,0327,2543,SAE1055-M,10022,3.4,1108,562.6,16630,587758770026,1048A1,5877,5877,1046E,SAE1055M-R,1047P,1001CR,10022,128508,KE22070043,2,1.1,37.5,15000,S00A65,20220822,1056B04,,S0091,,,20220711,,,,,,,,실폭 240,2,1,1,,20220822,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-23 9:00,성환문,2022-08-26 4:50,류경문,,,,1055D,E,1510P
1173DK,22F12H421111A,2022F12H42,22F12H42111,HBE112120B,22F12H421111A,01,1282N,1282N,,,1243S,RS22,1243A,AN11,SP91,AN11,2022-08-29 22:05,RS22,5,RS21SS21CR11RS22,SP91SS41PK81PR11,WS21213,RS12,,2022F12E42,22F12E421311A1A,Y,3,2022-08-18 9:34,0.62,150,1465.7,1070,1260508,1190,1004A,0101,1401,POS1073MA,10022,2,1200,1189,22390,557155710089,1048A1,5571,5571,1046E,CK75M2,1047P,1001CR,10022,128502,KE22060072,2,0.63,130,22000,S00A55,20220815,1056B16,,S0091,,,20220705,,,,,,,,"Ra,Rt,Rz TOP부(0.14 ,1.2 ,1.56),END부(0.12 ,1.03 ,1.25)",2,1,1,,20220815,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-22 3:05,김정원,2022-09-02 16:10,이승용,,,,1055B,E,1510P
1173DK,22F12H421121A,2022F12H42,22F12H42112,HBE112120B,22F12H421121A,01,1282N,1282N,,,1243S,RS22,1243A,AN11,SP91,AN11,2022-08-29 23:00,RS22,5,RS21SS21CR11RS22,SP91SS41PK81PR11,WS21213,RS12,,2022F12E42,22F12E421311A1B,Y,3,2022-08-18 9:34,0.62,150,1512.2,1104,1260508,1205,1004A,0101,1473,POS1073MA,10022,2,1200,1189,22390,557155710089,1048A1,5571,5571,1046E,CK75M2,1047P,1001CR,10022,128502,KE22060072,2,0.63,130,22000,S00A55,20220815,1056B16,,S0091,,,20220705,,,,,,,,"Ra,Rt,Rz TOP부(0.12 ,1.12 ,1.45),END부(0.17 ,1.17 ,1.83)",2,1,1,,20220815,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-22 3:07,김정원,2022-09-02 16:10,이승용,,,,1055B,E,1510P
1173DK,22F12T391111A,2022F12T39,22F12T39111,HBE112450B,22F12T391111A,01,1282N,1282N,,,1243S,RS22,1243A,AN11,SP91,AN11,2022-08-29 3:20,RS22,6,RW21WS21RS11CR11RS22,SP91SS41PK81PR11,WS21213,RS12,,2022F12P39,22F12P391111A,Y,3,2022-08-17 8:54,0.62,400,1406.9,2739,1260508,1170,1004A,0101,3991,POS1073MA,10022,2,1200,1233.1,23220,557155710089,1048A1,5571,5571,1046E,CK75M2,1047P,1001CR,10022,128502,KE22070102,2,0.63,130,5000,S00A55,20220905,1056B16,,S0091,,,20220620,,,,,,1,,"TOP:(RA:0.119,RZ:0.864,RT:1.147),END:(RA:0.139,Rz:1.024,RT:1.528)",2,1,1,,20220905,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-21 2:25,김영훈,2022-09-02 16:10,이승용,,,,1055B,E,1510P
1173DK,22F12T391121A,2022F12T39,22F12T39112,HBE112450B,22F12T391121A,01,1282N,1282N,,,1243S,RS22,1243A,AN11,SP91,AN11,2022-08-29 2:30,RS22,6,RW21WS21RS11CR11RS22,SP91SS41PK81PR11,WS21213,RS12,,2022F12P39,22F12P391111B,Y,3,2022-08-17 8:54,0.62,400,1348.4,2625,1260508,1150,1004A,0101,3951,POS1073MA,10022,2,1200,1233.1,23220,557155710089,1048A1,5571,5571,1046E,CK75M2,1047P,1001CR,10022,128502,KE22070102,2,0.63,130,5000,S00A55,20220905,1056B16,,S0091,,,20220620,,,,,,,,"TOP:(RA:0.129,RZ:1.028,RT:1.289),END:(RA:0.160,RZ:1.265,RT:1.759)",2,1,1,,20220905,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-08-21 4:17,김영훈,2022-09-02 16:10,이승용,,,,1055B,E,1510P
1173DK,22F13047111,2022F13047,22F13047111,HBB097210,22F13047111,01,1282N,1282N,,,1243S,RC11,1243A,AN11,SP21,AN11,2022-09-01 8:30,RC11,5,PP21AN10CR21RC11,SP21WS31PK41PR11,PP21107,,N,,,,,,2.35,1065,1065.8,20940,1260610,1887,1004A,0101,20940,JS-SK85-M,10023,3.5,1065,715.6,20940,570457000061,1048A2,5704,5700,1046E,SK85,1047P,1001CR,10023,128505,KE22060079,1,2.32,175,20000,S00A18,20220923,1056B06,,S0091,,,20220824,,,,,,,,"(소리무,용접무).권취양호.TOP,중권부,END부 표면양호.T/S 1.4KG.PAD 2개 사용.",2,1,2,1,20220923,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-06-23 14:45,성환문,2022-09-03 5:08,김백수,,,,1055A,E,1510P
1173DK,22F13051112,2022F13051,22F13051112,HBZ101910,22F13051112,01,1282N,1282N,,,1243S,RC11,1243A,AN11,SP21,AN11,2022-09-01 7:45,RC11,5,PP21AN10CR21RC11,SP21WS31PK41PR11,PP21107,,N,,,,,,2.02,1165,1135.1,20970,1260610,1814,1004A,0101,20970,JS-SK85-M,10023,3,1165,764.3,20970,570457000037,1048A2,5704,5700,1046E,SK85,1047P,1001CR,10023,128505,KE22060084,9,2,190,40000,S00A18,20220924,1056B06,,S0091,,,20220824,,,,,,,,"(소리무,용접무).권취양호.TOP,중권부,END부 표면양호.T/S 1.4KG.PAD 2개 사용.",2,1,2,1,20220924,,,,,,,,,,,0,,,,,,,,N,N,,,1065A,0,2022-06-24 15:35,성환문,2022-09-03 5:08,김백수,,,,1055A,E,1510P
